SOURCE,ID_SURV,x,y,LIFE_STAGE,SPECIES_CODE,N,TOT_LEN
RVC,1024U_1_2014,586917.6959864778,2823790.331432435,ALL,SCA_GUAC,0.5,31.5
RVC,1024U_2_2014,586827.4288945143,2823764.272037554,ALL,SCA_GUAC,0.5,34.65
RVC,1024U_1_2014,586917.6959864778,2823790.331432435,ALL,SCA_GUAC,0,0
RVC,1025U_1_2014,586732.442676079,2824000.6580963894,ALL,SCA_GUAC,0,0
RVC,1025U_1_2014,586732.442676079,2824000.6580963894,ALL,SCA_GUAC,0.5,37.800000000000004
RVC,1025U_1_2014,586732.442676079,2824000.6580963894,ALL,SCA_GUAC,0.5,39.9
RVC,1025U_1_2014,586732.442676079,2824000.6580963894,ALL,SCA_GUAC,0.5,31.5
RVC,1025U_2_2014,586746.7039606032,2823970.8484416013,ALL,SCA_GUAC,0,0
RVC,1026U_1_2014,588696.9900631028,2836056.577969877,ALL,SCA_GUAC,0,0
RVC,1026U_2_2014,588682.7583016062,2836083.0633403882,ALL,SCA_GUAC,0,0
RVC,1026U_2_2014,588682.7583016062,2836083.0633403882,ALL,SCA_GUAC,0.5,45.15
RVC,1029U_2_2014,584290.6946977421,2801431.41721547,ALL,SCA_GUAC,0,0
RVC,1029U_1_2014,584290.6946977421,2801431.41721547,ALL,SCA_GUAC,0,0
RVC,1030U_2_2014,584588.272931935,2802128.763082325,ALL,SCA_GUAC,0,0
RVC,1030U_1_2014,584581.2627033386,2802123.1818012265,ALL,SCA_GUAC,0,0
RVC,1031U_1_2014,584480.5158947093,2802139.1616236935,ALL,SCA_GUAC,0,0
RVC,1031U_2_2014,584507.7935559597,2802122.7208415912,ALL,SCA_GUAC,0,0
RVC,1032U_1_2014,590539.1184018179,2834005.692574058,ALL,SCA_GUAC,0,0
RVC,1032U_2_2014,590507.064294015,2833994.399271893,ALL,SCA_GUAC,0,0
RVC,1033U_1_2014,590444.7153334876,2834451.37964265,ALL,SCA_GUAC,0,0
RVC,1033U_2_2014,590426.5301732239,2834467.868742361,ALL,SCA_GUAC,0,0
RVC,1034U_2_2014,590067.3945434968,2836051.3962556887,ALL,SCA_GUAC,0,0
RVC,1034U_1_2014,590060.592438478,2836018.1246173675,ALL,SCA_GUAC,0,0
RVC,1035U_1_2014,581971.5022199868,2800965.2751792613,ALL,SCA_GUAC,0.5,36.75
RVC,1035U_1_2014,581971.5022199868,2800965.2751792613,ALL,SCA_GUAC,0.5,26.25
RVC,1035U_2_2014,581981.6952492448,2800944.2956777504,ALL,SCA_GUAC,0.5,32.550000000000004
RVC,1035U_2_2014,581981.6952492448,2800944.2956777504,ALL,SCA_GUAC,0,0
RVC,1036U_1_2014,581949.6419058564,2801249.756053331,ALL,SCA_GUAC,0,0
RVC,1036U_1_2014,581949.6419058564,2801249.756053331,ALL,SCA_GUAC,0.5,36.75
RVC,1036U_2_2014,581949.6419058564,2801249.756053331,ALL,SCA_GUAC,0.5,35.7
RVC,1036U_2_2014,581949.6419058564,2801249.756053331,ALL,SCA_GUAC,0,0
RVC,1036U_1_2014,581949.6419058564,2801249.756053331,ALL,SCA_GUAC,0.5,37.800000000000004
RVC,1037U_2_2014,588997.7903416522,2829205.3152707666,ALL,SCA_GUAC,0,0
RVC,1037U_1_2014,589013.882999884,2829202.1002241983,ALL,SCA_GUAC,0,0
RVC,1039U_2_2014,590462.928303545,2828665.8546877108,ALL,SCA_GUAC,0,0
RVC,1039U_1_2014,590440.8830373948,2828657.952542301,ALL,SCA_GUAC,0,0
RVC,1040U_2_2014,590442.5213399293,2828860.637846055,ALL,SCA_GUAC,0,0
RVC,1040U_1_2014,590428.2714459808,2828888.228901166,ALL,SCA_GUAC,0,0
RVC,1041U_1_2014,590250.8166889184,2828986.7020213027,ALL,SCA_GUAC,0.5,40.95
RVC,1041U_2_2014,590205.8274857993,2828955.387228446,ALL,SCA_GUAC,0.625,42
RVC,1041U_1_2014,590250.8166889184,2828986.7020213027,ALL,SCA_GUAC,0.5,37.800000000000004
RVC,1041U_2_2014,590205.8274857993,2828955.387228446,ALL,SCA_GUAC,0.625,47.25
RVC,1041U_1_2014,590250.8166889184,2828986.7020213027,ALL,SCA_GUAC,0.5,35.7
RVC,1041U_1_2014,590250.8166889184,2828986.7020213027,ALL,SCA_GUAC,0,0
RVC,1041U_2_2014,590205.8274857993,2828955.387228446,ALL,SCA_GUAC,2.5,55.650000000000006
RVC,1042U_1_2014,590777.5674257452,2830548.5479506147,ALL,SCA_GUAC,0,0
RVC,1042U_2_2014,590758.4327740914,2830556.170153833,ALL,SCA_GUAC,0,0
RVC,1043U_2_2014,588552.5931064477,2816349.8671388896,ALL,SCA_GUAC,0,0
RVC,1043U_1_2014,588511.4095149256,2816344.057559515,ALL,SCA_GUAC,0,0
RVC,1044U_1_2014,589516.6079153436,2820135.0359757124,ALL,SCA_GUAC,1,39.9
RVC,1044U_1_2014,589516.6079153436,2820135.0359757124,ALL,SCA_GUAC,0.5,35.7
RVC,1044U_1_2014,589516.6079153436,2820135.0359757124,ALL,SCA_GUAC,0,0
RVC,1044U_2_2014,589516.4448743626,2820159.39976388,ALL,SCA_GUAC,0,0
RVC,1047U_2_2014,587883.3161601624,2815993.280169877,ALL,SCA_GUAC,0,0
RVC,1047U_1_2014,587862.3408288748,2815972.100420055,ALL,SCA_GUAC,0,0
RVC,1048U_2_2014,589512.2258884875,2823790.8542831317,ALL,SCA_GUAC,0,0
RVC,1048U_1_2014,589535.5073305402,2823765.5378333726,ALL,SCA_GUAC,0,0
RVC,1049U_1_2014,591299.2983461003,2836040.9735483136,ALL,SCA_GUAC,0,0
RVC,1049U_2_2014,591288.0425323119,2836071.9068487636,ALL,SCA_GUAC,0,0
RVC,1051U_1_2014,590060.9118269677,2824828.94935758,ALL,SCA_GUAC,0,0
RVC,1051U_2_2014,590049.6431175845,2824860.990926153,ALL,SCA_GUAC,0,0
RVC,1052U_1_2014,590545.4325834892,2830715.3098607035,ALL,SCA_GUAC,0,0
RVC,1052U_2_2014,590546.3314789009,2830730.821143041,ALL,SCA_GUAC,0,0
RVC,1053U_1_2014,583915.913801327,2798252.9112454923,ALL,SCA_GUAC,0,0
RVC,1053U_2_2014,583918.9477156561,2798250.7152136755,ALL,SCA_GUAC,0,0
RVC,1054U_1_2014,584748.520675968,2799051.0487849647,ALL,SCA_GUAC,0,0
RVC,1054U_2_2014,584761.4680648999,2799073.2791518657,ALL,SCA_GUAC,0,0
RVC,1056U_2_2014,590868.2108806253,2830806.1090364405,ALL,SCA_GUAC,0,0
RVC,1056U_1_2014,590841.1781964595,2830793.741991849,ALL,SCA_GUAC,0,0
RVC,1061U_2_2014,591358.4222650253,2832255.878166108,ALL,SCA_GUAC,0,0
RVC,1061U_1_2014,591330.5711795613,2832216.923962417,ALL,SCA_GUAC,0,0
RVC,1063U_2_2014,585210.6274263284,2806841.605611567,ALL,SCA_GUAC,0,0
RVC,1063U_1_2014,585197.4993398595,2806849.274686229,ALL,SCA_GUAC,0,0
RVC,1064U_1_2014,585605.4723937514,2806929.387842802,ALL,SCA_GUAC,0.5,43.050000000000004
RVC,1064U_2_2014,585595.4398907314,2806924.89412694,ALL,SCA_GUAC,0,0
RVC,1064U_1_2014,585605.4723937514,2806929.387842802,ALL,SCA_GUAC,0.5,37.800000000000004
RVC,1064U_1_2014,585605.4723937514,2806929.387842802,ALL,SCA_GUAC,0,0
RVC,1065U_1_2014,583723.062087222,2807411.464471489,ALL,SCA_GUAC,0,0
RVC,1065U_2_2014,583723.062087222,2807411.464471489,ALL,SCA_GUAC,0,0
RVC,1065U_2_2014,583723.062087222,2807411.464471489,ALL,SCA_GUAC,0.5,34.65
RVC,1066U_2_2014,584153.7676595896,2807394.218905992,ALL,SCA_GUAC,0,0
RVC,1066U_1_2014,584153.7676595896,2807394.218905992,ALL,SCA_GUAC,0,0
RVC,1067U_1_2014,585207.9981570131,2808367.6752007506,ALL,SCA_GUAC,0,0
RVC,1067U_2_2014,585208.779458003,2808403.1190561806,ALL,SCA_GUAC,0,0
RVC,1068U_1_2014,582953.3517415806,2808726.784852463,ALL,SCA_GUAC,0,0
RVC,1068U_2_2014,583060.0076622388,2808723.013788272,ALL,SCA_GUAC,0,0
RVC,1069U_2_2014,584140.0182096142,2809269.0670469995,ALL,SCA_GUAC,0,0
RVC,1069U_1_2014,584146.7612148265,2809316.7302254234,ALL,SCA_GUAC,0,0
RVC,1070U_2_2014,585508.5334161966,2809673.072970312,ALL,SCA_GUAC,0,0
RVC,1070U_1_2014,585513.4851926155,2809685.2866423177,ALL,SCA_GUAC,0,0
RVC,1071U_1_2014,584831.9296370893,2811684.3746330948,ALL,SCA_GUAC,0,0
RVC,1071U_2_2014,584855.3270445286,2811642.438696073,ALL,SCA_GUAC,0,0
RVC,1074U_2_2014,585063.675160631,2814155.502800739,ALL,SCA_GUAC,0,0
RVC,1074U_1_2014,585059.5195795929,2814176.5184313525,ALL,SCA_GUAC,0,0
RVC,1075U_1_2014,585322.5282467061,2814405.2215866074,ALL,SCA_GUAC,0,0
RVC,1075U_2_2014,585339.4174882673,2814437.4458311857,ALL,SCA_GUAC,0,0
RVC,1076U_2_2014,584609.7237223183,2815021.996718685,ALL,SCA_GUAC,0,0
RVC,1076U_1_2014,584589.8241500916,2814988.646934602,ALL,SCA_GUAC,0,0
RVC,1077U_1_2014,587097.1442533352,2809163.874171964,ALL,SCA_GUAC,0,0
RVC,1077U_2_2014,587097.1442533352,2809163.874171964,ALL,SCA_GUAC,0,0
RVC,1078U_1_2014,587763.1546932879,2811307.8507684683,ALL,SCA_GUAC,0,0
RVC,1078U_2_2014,587737.736000211,2811349.768748735,ALL,SCA_GUAC,1,32.550000000000004
RVC,1078U_2_2014,587737.736000211,2811349.768748735,ALL,SCA_GUAC,0.5,29.400000000000002
RVC,1078U_2_2014,587737.736000211,2811349.768748735,ALL,SCA_GUAC,3,31.5
RVC,1078U_2_2014,587737.736000211,2811349.768748735,ALL,SCA_GUAC,0.5,33.6
RVC,1078U_1_2014,587763.1546932879,2811307.8507684683,ALL,SCA_GUAC,0.5,39.9
RVC,1078U_2_2014,587737.736000211,2811349.768748735,ALL,SCA_GUAC,1,30.450000000000003
RVC,1078U_2_2014,587737.736000211,2811349.768748735,ALL,SCA_GUAC,0,0
RVC,1079U_2_2014,587748.379330424,2811414.071989098,ALL,SCA_GUAC,0,0
RVC,1079U_1_2014,587764.2539412685,2811447.4000823954,ALL,SCA_GUAC,0,0
RVC,1080U_2_2014,588356.6398103627,2814198.946304299,ALL,SCA_GUAC,2.5,44.1
RVC,1080U_2_2014,588356.6398103627,2814198.946304299,ALL,SCA_GUAC,0,39.9
RVC,1080U_2_2014,588356.6398103627,2814198.946304299,ALL,SCA_GUAC,0,36.75
RVC,1080U_1_2014,588346.6939458626,2814182.268529444,ALL,SCA_GUAC,0,0
RVC,1081U_2_2014,586790.7437536181,2806294.653425426,ALL,SCA_GUAC,0,0
RVC,1081U_1_2014,586790.7437536181,2806294.653425426,ALL,SCA_GUAC,0.5,44.1
RVC,1081U_1_2014,586790.7437536181,2806294.653425426,ALL,SCA_GUAC,0,0
RVC,1082U_1_2014,586875.155351072,2806466.855795166,ALL,SCA_GUAC,0,0
RVC,1082U_2_2014,586875.155351072,2806466.855795166,ALL,SCA_GUAC,0,0
RVC,1083U_2_2014,587170.5891482637,2809937.366572164,ALL,SCA_GUAC,0,0
RVC,1083U_1_2014,587158.5692749711,2809929.536258717,ALL,SCA_GUAC,0,0
RVC,1084U_2_2014,587567.6464891772,2809978.7108165417,ALL,SCA_GUAC,0.5,38.85
RVC,1084U_1_2014,587537.942882815,2810060.470327736,ALL,SCA_GUAC,0,0
RVC,1084U_2_2014,587567.6464891772,2809978.7108165417,ALL,SCA_GUAC,0,0
RVC,1085U_1_2014,587412.5092456591,2810323.232362846,ALL,SCA_GUAC,0.5,37.800000000000004
RVC,1085U_1_2014,587412.5092456591,2810323.232362846,ALL,SCA_GUAC,0.5,36.75
RVC,1085U_2_2014,587383.4990018931,2810298.679134329,ALL,SCA_GUAC,0,0
RVC,1085U_1_2014,587412.5092456591,2810323.232362846,ALL,SCA_GUAC,0,0
RVC,1086U_1_2014,587461.8907003768,2810772.081307063,ALL,SCA_GUAC,0,0
RVC,1086U_2_2014,587511.3113430333,2810751.361264626,ALL,SCA_GUAC,0,0
RVC,1087U_1_2014,588753.2309944351,2813531.537887952,ALL,SCA_GUAC,0,0
RVC,1087U_2_2014,588786.070652154,2813583.8069433025,ALL,SCA_GUAC,0,0
RVC,1088U_2_2014,588214.0290876818,2814935.5909838867,ALL,SCA_GUAC,0,0
RVC,1088U_1_2014,588197.9779116057,2814929.947949242,ALL,SCA_GUAC,0,0
RVC,1089U_2_2014,586980.3653009648,2807467.5800689775,ALL,SCA_GUAC,0,0
RVC,1089U_1_2014,586980.3653009648,2807467.5800689775,ALL,SCA_GUAC,0,0
RVC,1090U_1_2014,587469.5039387355,2808366.6977016176,ALL,SCA_GUAC,0,0
RVC,1090U_2_2014,587481.7124801503,2808345.7351851985,ALL,SCA_GUAC,0,0
RVC,1091U_2_2014,587977.2278478845,2810871.798370198,ALL,SCA_GUAC,0,0
RVC,1091U_1_2014,587951.9092615211,2810898.21195198,ALL,SCA_GUAC,0,0
RVC,1092U_1_2014,588908.4773113669,2814535.9467961187,ALL,SCA_GUAC,0,0
RVC,1092U_2_2014,588885.2992573609,2814543.5455077495,ALL,SCA_GUAC,0,0
RVC,1093U_2_2014,581869.5964621444,2804814.148062074,ALL,SCA_GUAC,0.5,33.6
RVC,1093U_1_2014,581869.5964621444,2804814.148062074,ALL,SCA_GUAC,0,0
RVC,1093U_2_2014,581869.5964621444,2804814.148062074,ALL,SCA_GUAC,0,0
RVC,1094U_1_2014,583117.8790973003,2804892.6755748927,ALL,SCA_GUAC,0,0
RVC,1094U_2_2014,583117.8790973003,2804892.6755748927,ALL,SCA_GUAC,0,0
RVC,1095U_2_2014,581617.6094670519,2805215.7299308367,ALL,SCA_GUAC,0,0
RVC,1095U_1_2014,581617.6094670519,2805215.7299308367,ALL,SCA_GUAC,0,0
RVC,1096U_1_2014,583388.2986027574,2805747.089605059,ALL,SCA_GUAC,0,0
RVC,1096U_2_2014,583388.2986027574,2805747.089605059,ALL,SCA_GUAC,0,0
RVC,1097U_2_2014,583443.4996859896,2805769.5809709607,ALL,SCA_GUAC,0,0
RVC,1097U_1_2014,583443.4996859896,2805769.5809709607,ALL,SCA_GUAC,0,0
RVC,1098U_2_2014,583535.7791663794,2805978.3555916445,ALL,SCA_GUAC,0,0
RVC,1098U_1_2014,583535.7791663794,2805978.3555916445,ALL,SCA_GUAC,0,0
RVC,1100U_2_2014,582985.6384544392,2806266.2119934624,ALL,SCA_GUAC,0,0
RVC,1100U_1_2014,582990.8603168989,2806235.235424749,ALL,SCA_GUAC,0,0
RVC,1101U_1_2014,582875.5689080721,2806657.57303709,ALL,SCA_GUAC,0,0
RVC,1101U_2_2014,582860.477644604,2806657.480057582,ALL,SCA_GUAC,0,0
RVC,1102U_2_2014,585485.3552029639,2804456.766868995,ALL,SCA_GUAC,0,0
RVC,1102U_2_2014,585485.3552029639,2804456.766868995,ALL,SCA_GUAC,1,42
RVC,1102U_1_2014,585497.5146517282,2804443.5545541644,ALL,SCA_GUAC,0,0
RVC,1103U_1_2014,585589.8468895794,2805273.6302488693,ALL,SCA_GUAC,0,0
RVC,1103U_2_2014,585589.8468895794,2805273.6302488693,ALL,SCA_GUAC,0,0
RVC,1105U_2_2014,585680.171636092,2805310.7512809946,ALL,SCA_GUAC,0,0
RVC,1105U_1_2014,585680.171636092,2805310.7512809946,ALL,SCA_GUAC,0,0
RVC,1106U_2_2014,586452.9733694715,2805151.7888725377,ALL,SCA_GUAC,0,0
RVC,1106U_1_2014,586452.9733694715,2805151.7888725377,ALL,SCA_GUAC,0,0
RVC,1107U_2_2014,586692.3291330741,2805328.3081238284,ALL,SCA_GUAC,0,0
RVC,1107U_1_2014,586692.3291330741,2805328.3081238284,ALL,SCA_GUAC,0,0
RVC,1108U_1_2014,586491.8411600699,2805836.4522177293,ALL,SCA_GUAC,0,0
RVC,1108U_1_2014,586491.8411600699,2805836.4522177293,ALL,SCA_GUAC,0.5,25.200000000000003
RVC,1108U_2_2014,586503.0156435523,2805819.9120680867,ALL,SCA_GUAC,0,0
RVC,1108U_1_2014,586491.8411600699,2805836.4522177293,ALL,SCA_GUAC,0.5,23.1
RVC,1109U_1_2014,586849.1882988367,2805969.435237608,ALL,SCA_GUAC,0,0
RVC,1109U_2_2014,586868.3979907644,2805955.16218301,ALL,SCA_GUAC,0,0
RVC,1110U_1_2014,586099.5312507486,2804246.9406194175,ALL,SCA_GUAC,0,0
RVC,1110U_2_2014,586082.3325908104,2804261.2276557637,ALL,SCA_GUAC,0,0
RVC,1111U_2_2014,586494.5566852599,2804787.700176694,ALL,SCA_GUAC,0,0
RVC,1111U_1_2014,586494.5566852599,2804787.700176694,ALL,SCA_GUAC,0,0
RVC,1112U_1_2014,585415.7532456133,2805117.479490148,ALL,SCA_GUAC,0,0
RVC,1112U_2_2014,585430.790080392,2805126.4346255767,ALL,SCA_GUAC,0,0
RVC,1115U_2_2014,585233.8617997438,2804444.0976231545,ALL,SCA_GUAC,0,0
RVC,1115U_1_2014,585218.8170506664,2804436.2501563383,ALL,SCA_GUAC,0,0
RVC,1118U_2_2014,561275.4398321181,2772663.7013672087,ALL,SCA_GUAC,0,0
RVC,1118U_1_2014,561256.3366113225,2772650.3272472112,ALL,SCA_GUAC,0,0
RVC,1118U_2_2014,561275.4398321181,2772663.7013672087,ALL,SCA_GUAC,0.5,35.7
RVC,1118U_2_2014,561275.4398321181,2772663.7013672087,ALL,SCA_GUAC,0.5,38.85
RVC,1119U_1_2014,566958.3047114899,2779144.2005632427,ALL,SCA_GUAC,0,0
RVC,1119U_2_2014,566946.3546289604,2779114.242497851,ALL,SCA_GUAC,0,0
RVC,1121U_1_2014,568392.7037671995,2779779.223650966,ALL,SCA_GUAC,0,0
RVC,1121U_2_2014,568410.8098258517,2779787.0664131404,ALL,SCA_GUAC,0,0
RVC,1124U_1_2014,573593.9423717703,2788980.0970960422,ALL,SCA_GUAC,0.5,39.9
RVC,1124U_1_2014,573593.9423717703,2788980.0970960422,ALL,SCA_GUAC,0.5,33.6
RVC,1124U_1_2014,573593.9423717703,2788980.0970960422,ALL,SCA_GUAC,0.5,42
RVC,1124U_2_2014,573568.7998513291,2788972.2086769342,ALL,SCA_GUAC,0,0
RVC,1124U_1_2014,573593.9423717703,2788980.0970960422,ALL,SCA_GUAC,0,0
RVC,1126U_2_2014,573794.3574260959,2791209.2969389376,ALL,SCA_GUAC,0,0
RVC,1126U_1_2014,573805.5394918439,2791190.5319079855,ALL,SCA_GUAC,0,0
RVC,1127U_1_2014,574621.1564526373,2791419.8090564418,ALL,SCA_GUAC,0,0
RVC,1127U_2_2014,574658.3741697541,2791428.8736301996,ALL,SCA_GUAC,0,0
RVC,1128U_2_2014,578113.1993951674,2795788.3760147123,ALL,SCA_GUAC,0,0
RVC,1128U_1_2014,578111.224039285,2795781.7200189726,ALL,SCA_GUAC,0,0
RVC,1129U_1_2014,576161.3208796189,2797835.9351273514,ALL,SCA_GUAC,0,0
RVC,1129U_2_2014,576161.3208796189,2797835.9351273514,ALL,SCA_GUAC,0,0
RVC,1131U_2_2014,556558.7672413405,2763769.076015009,ALL,SCA_GUAC,0,0
RVC,1131U_1_2014,556582.9565728294,2763776.9273501607,ALL,SCA_GUAC,0,0
RVC,1132U_2_2014,557646.5088484066,2765977.222081112,ALL,SCA_GUAC,0,0
RVC,1132U_1_2014,557657.70657905,2765954.015100343,ALL,SCA_GUAC,0,0
RVC,1133U_1_2014,563722.5559260737,2770016.1402895353,ALL,SCA_GUAC,0,0
RVC,1133U_1_2014,563722.5559260737,2770016.1402895353,ALL,SCA_GUAC,0.5,34.65
RVC,1133U_2_2014,563752.9070367675,2769997.4568635197,ALL,SCA_GUAC,0,0
RVC,1134U_1_2014,564424.9600573588,2771452.3637962085,ALL,SCA_GUAC,0,0
RVC,1134U_2_2014,564437.9524686995,2771477.89450792,ALL,SCA_GUAC,0,0
RVC,1135U_2_2014,564567.7166235151,2771766.422587177,ALL,SCA_GUAC,0,0
RVC,1135U_1_2014,564545.4373606275,2771785.1423543966,ALL,SCA_GUAC,0.5,48.300000000000004
RVC,1135U_1_2014,564545.4373606275,2771785.1423543966,ALL,SCA_GUAC,0.5,29.400000000000002
RVC,1136U_1_2014,567017.7198602072,2772804.7699446287,ALL,SCA_GUAC,0,0
RVC,1136U_2_2014,566973.4677406469,2772779.0830164105,ALL,SCA_GUAC,0,0
RVC,1137U_2_2014,573156.4480019156,2781555.9179831618,ALL,SCA_GUAC,3.125,43.050000000000004
RVC,1137U_2_2014,573156.4480019156,2781555.9179831618,ALL,SCA_GUAC,0.625,48.300000000000004
RVC,1137U_1_2014,573164.4458971696,2781568.1424130136,ALL,SCA_GUAC,0.5,63
RVC,1137U_1_2014,573164.4458971696,2781568.1424130136,ALL,SCA_GUAC,0.5,39.9
RVC,1138U_2_2014,576080.8253256262,2785106.8194047534,ALL,SCA_GUAC,0,0
RVC,1138U_1_2014,576023.5614548423,2785075.4909881763,ALL,SCA_GUAC,0,0
RVC,1139U_2_2014,577594.582257675,2790531.7672915636,ALL,SCA_GUAC,0,0
RVC,1139U_1_2014,577588.303782859,2790572.7058688756,ALL,SCA_GUAC,0,0
RVC,1140U_2_2014,580210.7512596437,2793560.329828505,ALL,SCA_GUAC,0,0
RVC,1140U_1_2014,580196.750985569,2793543.6353154397,ALL,SCA_GUAC,0,0
RVC,1141U_2_2014,579797.3889622678,2797217.950030259,ALL,SCA_GUAC,0,0
RVC,1141U_1_2014,579779.1556302897,2797236.6686836225,ALL,SCA_GUAC,0,0
RVC,1142U_2_2014,578515.5039383963,2797773.0104826414,ALL,SCA_GUAC,0,0
RVC,1142U_1_2014,578537.5748835768,2797786.4280711785,ALL,SCA_GUAC,0,0
RVC,1143U_1_2014,579151.9126195211,2798952.823466726,ALL,SCA_GUAC,0,0
RVC,1143U_1_2014,579151.9126195211,2798952.823466726,ALL,SCA_GUAC,1,31.5
RVC,1143U_2_2014,579168.0190574991,2798952.917964132,ALL,SCA_GUAC,0,0
RVC,1144U_2_2014,569818.3532115786,2776789.8856206527,ALL,SCA_GUAC,0,0
RVC,1144U_1_2014,569859.8064378225,2776767.950603957,ALL,SCA_GUAC,0,0
RVC,1145U_2_2014,571157.5876980444,2778873.1703509125,ALL,SCA_GUAC,0,0
RVC,1145U_1_2014,571188.8165669009,2778877.763297392,ALL,SCA_GUAC,0,0
RVC,1146U_1_2014,571787.7436350693,2782298.324120541,ALL,SCA_GUAC,0,0
RVC,1146U_2_2014,571764.8081514305,2782251.692354088,ALL,SCA_GUAC,0,0
RVC,1147U_1_2014,572070.0763089827,2782845.7652595374,ALL,SCA_GUAC,0,0
RVC,1147U_2_2014,572088.9313250573,2782901.2351465584,ALL,SCA_GUAC,0,0
RVC,1148U_1_2014,572820.8233527348,2783242.896349676,ALL,SCA_GUAC,0,0
RVC,1148U_2_2014,572865.2858141108,2783220.986889566,ALL,SCA_GUAC,0,0
RVC,1148U_2_2014,572865.2858141108,2783220.986889566,ALL,SCA_GUAC,0.5,42
